system,lyap_max,n_unbounded,nonautonomous,kaplan_yorke_dim,correlation_dim_pub,multiscale_entropy,period,dim,lyap_time_per_step,autocorr_time,perm_entropy,wpe,wpe_x,k01,perm_entropy_naive,wpe_naive,k01_naive,spectral_entropy,corr_dim_ours,fsle_small,fsle_large,fsle_ratio,fsle_log_range,wall_s
RikitakeDynamo,0.1318127385277225,0,0,2.0672834652602137,1.9056463792003642,0.9664471212975273,5.8975,3,0.007773656254672434,15.0,0.7375038680212538,0.7037763919797828,0.7573257876178406,0.998915962830325,0.2161717605095348,0.14742356910249546,-0.009517822169937674,0.561555619858205,1.7437190467618826,0.32216996146295357,0.13929762942815224,2.312817258883248,0.894543270451069,9.66
NoseHoover,0.010464383779400952,0,0,6.213204677134776,1.9624149541987226,0.5656074689683536,5.8673,3,0.0006139767894887921,15.0,0.6888426611118903,0.6580170460352375,0.7379025145323391,0.9633817149131745,0.21136739512181482,0.14041936798571344,-0.005282499553965503,0.3786935541018807,1.990010486562784,0.21796556113143478,0.08540562742326958,2.552121771217712,1.5398518233836955,9.64
ZhouChen,0.6828000288089435,0,0,2.045920730005392,1.6212203970681585,0.7337896982114851,0.87518,3,0.005975729292130111,53.0,0.8481827917630526,0.825188042340356,0.8646251004698806,0.9983910068060065,0.20213816603713428,0.2656527910179293,0.040685628002762354,0.6135782936310991,1.7579747451479182,1.154064835921336,0.5993229508542246,1.9256142857142862,0.7592425249333851,9.64
OscillatingFlow,0.13470179997834794,2,1,2.962629189215532,2.346659533315372,0.6177682255070645,23.857,3,0.032135808420834466,1.0,0.38697845054116176,0.32326449846478494,0.14847879828187738,-0.040286050032827966,0.1816122246827628,0.09928674719566317,-0.040286050032827966,0.35638006945213413,2.2944514967198657,0.4729761206958532,0.08869269116511984,5.332751937984496,1.6738674160015652,15.59
SanUmSrisuchinwong,0.2606135207962152,0,0,2.194219372064799,2.067524991580239,0.9947542017597873,7.4654,3,0.01945584178152065,21.0,0.8592638070393761,0.8217471175260073,0.8942243428049169,0.9988948487315654,0.2398194599992092,0.14393896960055055,-0.038542337212794556,0.6137669079561685,2.0962693329878315,0.11156631029135294,0.09788925954222852,1.139719626168224,0.20321327902262176,9.78
SprottO,0.09141077854590315,0,0,2.2474645346215256,1.710108209511237,0.4161154943097029,9.755,3,0.008917121447152853,10.0,0.6388016586772629,0.6263001931821416,0.6622368682925285,0.1767103861384775,0.2671596604568554,0.15014866660474366,-0.002565190536156026,0.07923531894453245,1.6098446383432246,0.0735799376200037,0.02519701409933241,2.9201848016568435,1.2765398130692316,9.74
LuChenCheng,0.2612775880231121,0,0,2.0293036172873244,1.7225991312358646,0.6029763775293518,0.92333,3,0.0024124543534938007,15.0,0.5952591260903466,0.5843005651863532,0.5720447752311947,0.9546064740590494,0.20400718281132546,0.1397052192993524,-0.004134597608448094,0.4145421626632102,1.6038366433237485,1.0007157889740248,0.6950423217609885,1.4397911575205509,0.6430342134119587,9.49
Laser,0.6080602180196161,0,0,2.049321615812801,1.7191054642322454,1.004437967414151,0.94667,3,0.005756323665926299,16.0,0.661588581164431,0.6525489803535188,0.6545306725063559,0.9966012446554746,0.21869965723261434,0.16172933590238567,-0.013383141374174201,0.5965520050774804,1.602765266811706,1.5479460955814006,1.337546319607262,1.1573027960900206,0.3545016206165673,9.77
SprottB,0.20674275256006883,0,0,2.1852994894688953,1.9347401711496346,0.8826029903839796,11.050142857142857,3,0.022845369504676978,12.0,0.8047849794780065,0.766168147690717,0.7763371228301276,0.999121015242632,0.26891489952306463,0.16650162612826783,-0.005667239399224566,0.6690193158918513,2.0226383899045164,0.12117801040157189,0.10944014075916383,1.107253787878788,0.2123673698309676,9.79
Qi,2.1916060472989556,0,0,2.498645226832379,1.8913519055600239,0.8855652233700573,0.40820999999999996,4,0.008946355045679066,21.5,0.7557779980514068,0.6856089057011605,0.7232452984315566,0.9954836174802701,0.2161643694222952,0.1430819889228705,-0.012557813059458679,0.5879981850349141,1.9415098386780794,1.44090473149442,1.750983417912303,0.8229116945107399,0.31578779262165313,12.9
SprottS,0.2737629235389973,0,0,2.182390107009358,1.909825606415139,0.6690400524585065,3.3505,3,0.009172426753174104,19.0,0.7089020083746407,0.6665619596841239,0.6564032449746605,0.9617313011991293,0.2175452243235284,0.14451093825977562,-0.0034333061100991834,0.4838180704956789,1.9987426998818296,0.20005629605477143,0.1072141975634295,1.8659496652615917,0.6237701273890845,9.64
HyperQi,12.787249321134263,0,0,3.2816770286126777,2.0678487037707702,0.9988440965886223,0.06186038560173437,4,0.007910241737908816,40.5,0.8160516198108417,0.8177894729518818,0.9374141826041055,0.9971338738322215,0.23003372627533025,0.3367368048509507,0.037856611597097536,0.5907788285014942,2.4731176606268264,22.03544781974421,10.328005422542375,2.1335627663061287,0.7577932426207821,12.82
SprottMore,1.0946909441433958,0,0,2.999952495039482,2.234865750080784,0.6370154977546665,6.62095890410959,3,0.0724790375387435,21.0,0.8089856088346769,0.7493138859710097,0.7477279277605522,0.9880541374237645,0.25336378834096235,0.16060945532192997,0.041326914865323305,0.4873557188963579,2.59535391062512,0.3198264192171646,0.11700457992782179,2.7334521384928716,1.1400531630356303,9.75
WindmiReduced,0.403521000622694,0,0,2.0947817139683895,0.9743571353772181,0.5896070173085494,4.6733,3,0.018857746922100363,17.0,0.5689525323008396,0.568265489126493,0.6306236588374735,0.9454497802682766,0.1833222174877129,0.19417959941511787,0.0020301860496936106,0.4457791166196447,1.491913930957916,0.5335277388291586,0.2920657264086106,1.8267386091127098,0.9087080994067586,9.51
Rossler,0.15059688939547888,0,0,2.0146095059018845,1.796820702938341,0.605878349292794,5.9086,3,0.008898167806821265,19.0,0.6109093992656525,0.5876782861872888,0.6382424612562844,0.7145939566552008,0.21425349555185955,0.16525471362967467,-0.0018108584702657214,0.32853474886722994,1.789482387366036,0.11082813078990125,0.08083485026088576,1.37104393008975,0.3155724424371815,9.64
SprottJerk,0.08785190282162628,0,0,2.031190248069004,1.1444423838257205,0.5314887786603959,11.921,3,0.010472825335366068,16.0,0.5898940280347383,0.5774263655190056,0.5975852087032658,0.8205734816098955,0.20868142716102223,0.13792694698874355,-0.004702622945252496,0.4264236249941169,1.197766639699349,0.1124662539928717,0.05464760649841605,2.058027079303675,0.7217477953931604,9.53
LorenzBounded,0.7124135270827626,0,0,2.0704391073439155,1.9641115851657072,1.1983193915488475,1.3716,3,0.009771463937467171,22.0,0.7802331339482776,0.745144170104298,0.8220094180116907,0.9987657348395387,0.23841265281826837,0.14616871946259694,-0.004953126442930042,0.5619527581254757,1.837397366359531,1.095878732044509,0.5211205460965159,2.1029275092936808,0.8496185854946852,9.55
HyperPang,1.4465315511406867,0,0,3.08902125132107,2.409444534598458,0.9172158388570456,0.8439374360017028,4,0.012207821283652371,18.5,0.8766423801843061,0.8329847669159629,0.8467746472506239,0.9984893155865436,0.22997009354853595,0.14940335547741457,-0.009558825446396158,0.5904569245326868,2.653588135663439,1.9701956584425175,1.0384473481570642,1.8972513743128432,0.647336082808291,12.88
Rucklidge,0.1936356650629198,0,0,2.055660980653234,1.9824460344125072,0.6441822675461503,6.0721,3,0.011757751218285551,12.0,0.8075597015692177,0.7590888159690362,0.8089755069275053,0.9979809215707504,0.2531486572149964,0.15596829018138011,-0.010223315235815995,0.6004074326931379,1.9742872792248942,0.14992417647595588,0.21350273195486563,0.7022119815668203,0.41374526190320515,9.67
HyperXu,0.9819830018599975,0,0,3.0909471864561056,2.305709840802521,0.9312323303231519,1.1328151255687646,4,0.011124051975584255,18.0,0.8456861624381751,0.7959935446423644,0.8400232746309719,0.998019421131089,0.24798804376512334,0.15726394607507793,-0.014115050930452993,0.5655655070914769,2.743532485074892,0.8265673147486714,0.8747394293990229,0.9449297550432275,0.1314493705124278,13.09
ItikBanksTumor,0.03621509684991421,0,0,2.0152772613355485,1.0127192656492157,0.5883298730506914,49.74,3,0.018013389173147328,10.0,0.6385927750595336,0.6261911866682003,0.5959459123089784,0.9987279107452476,0.21923438519877844,0.18121158322625527,0.11943203293350407,0.6673764377332976,1.165074224725567,0.06657041909905508,0.04113773500044929,1.618232484076433,0.5632488527853039,9.93
SprottL,0.09216197583296963,0,0,2.0329815956000377,1.410583582611956,0.5605870039438788,6.7262,3,0.006198998818477203,13.0,0.7374922161176137,0.7049001617945905,0.6809054180634516,0.6582339437136129,0.28871200940805203,0.1669784394383571,-0.0030360611881173434,0.2872507914809395,1.4287291045214507,0.1258776355371191,0.04927958442323494,2.5543566775244306,1.0149039617674225,9.81
Sakarya,0.26501036485491514,0,0,2.245095314885476,2.055704010721625,0.6082767822064958,4.9844,3,0.01320917662582839,10.0,0.7739000917150607,0.7892603850877821,0.7987963349885465,0.9965258104019731,0.2764370491241183,0.19037465149477462,-0.048044412307382406,0.6466808292708498,2.051810204293379,0.2797250561936931,0.16856159230373197,1.6594827586206893,0.6389714464579206,9.91
RayleighBenard,1.8138795790741327,0,0,2.1059475747031655,1.9218207098924294,0.9190517908569512,0.91967,3,0.016681706324871075,15.0,0.8228415853818406,0.7741364255213942,0.8313002733859022,0.9985914673079248,0.2623378627016493,0.15853679732188586,-0.01151056355877624,0.6355713551914977,1.9351669471878732,2.038809882285534,1.5071311998450134,1.3527753141167778,0.561531384170179,9.77
Tsucs2,0.13621488344499086,0,0,2.315349160163322,1.4738205303007272,0.3913632586715302,0.34526,3,0.00047029550658217543,12.0,0.6968021791841778,0.7114629224388066,0.7688993738530598,0.9790187643573987,0.23119719931064994,0.16774010187855726,-0.012121837782923781,0.3839875125565439,1.4369401315808867,1.0653744031759078,0.8768767336032908,1.214964843231769,0.41140879075063835,9.74
QiChen,4.0275703123027435,0,0,2.0917466081236316,1.830987290684598,0.846453868214798,0.39179,3,0.01577961772657092,13.0,0.7551388570409733,0.7129794088380915,0.7559980465186948,0.9989065742823438,0.25152690932239075,0.16141278634384615,-0.03134909757555221,0.6351406999588669,1.9407875359935063,3.8271355290842064,2.3594314896716266,1.6220583415273682,0.6149464332524702,9.64
YuWang2,1.1576066800869989,0,0,2.0619881661890873,1.5232465346725725,0.9335570471768684,0.39265,3,0.004545342629361601,34.0,0.5992750266760164,0.5755661494672745,0.5954820548173708,0.9200024510685118,0.17706329583055713,0.1194684944694734,-0.0030634047001495785,0.274824877672954,1.4716227210061459,3.1094792336424257,1.516911225639975,2.0498755504499324,0.9938472516438168,9.68
LorenzStenflo,0.3807742646421621,0,0,2.1738121741011174,2.119146547661978,1.0299236916146275,3.8877142857142855,4,0.014803415482816855,15.0,0.8309596646916424,0.7844990829518704,0.8108181972542594,0.9991033099168649,0.2692404812573784,0.16313194013455268,-0.008647015126578554,0.6091852083761589,1.966921759047324,0.4341959154938153,0.33057793164335203,1.3134449518011166,0.33029242125074065,12.73
HyperYan,1.3945968455812914,0,0,2.0711118082329567,1.7169092247689766,0.8166157518949907,0.9127028626966961,4,0.01272852533269827,11.0,0.7487412285556866,0.7047674230524212,0.7420972481296481,0.9969378600659919,0.26098106225727413,0.17718980770523615,0.0014450347646817706,0.6609633252460032,1.8588733180253099,3.3780892645438567,1.528826396449605,2.209596375617792,0.7963265713526781,12.82
WangSun,0.06735463002480017,0,0,2.0595560098996604,1.7810104871604908,0.9045422097501858,26.958,3,0.01815746116208563,15.0,0.8008944208364658,0.7978954555522947,0.7553940756502866,0.9993699752980247,0.26044984846259783,0.2725922530536585,0.47350566041919673,0.6868756914599085,1.7703133591411018,0.08991016556579211,0.08049709706532454,1.1169367448471927,0.5116040817508813,9.9
SprottF,0.1183090101484132,0,0,2.2516153966506316,2.248574151957115,0.7674306147320477,19.244,3,0.02276738591296064,13.0,0.8159606298772414,0.7321799508452682,0.7410575465721868,0.998101006382994,0.3480160798438145,0.19194724976100377,-0.013413644251634285,0.66625530382946,2.0191316987136982,0.12018073226365925,0.07530077854683467,1.5960091593065093,0.5227464368599168,9.76
HyperYangChen,0.42042732521941667,0,0,3.026605264361547,2.4394788306107964,0.9730322217427024,0.9127028626966961,4,0.003837252232836765,19.5,0.7835585661672466,0.7243106445019841,0.7621880527475442,0.9973555128647602,0.22482594217640636,0.15220397104013916,-0.010280936121530616,0.5739804969469655,2.5288312784729134,0.6753953173840979,0.6205456999343657,1.088389328063241,0.47041226508878464,13.74
VallisElNino,0.5477586276153029,0,0,2.1205065379188333,1.3112426349362432,0.9058707360850027,2.2087,3,0.012098344808139195,13.0,0.7952831658832996,0.760732316343121,0.8197486784877205,0.9987128378387178,0.26020880056441387,0.15874043414725836,-0.01225059541731785,0.6017500713558025,1.9045195997952409,0.8629075789838958,0.5871391237042708,1.4696816208393628,0.5511519817305472,9.82
NuclearQuadrupole,0.29554197767663787,0,0,4.280996083113027,2.0980551223412083,0.8209529097052416,6.023076923076923,4,0.017800720655446727,18.5,0.8652716070168799,0.8082306848440868,0.7832678578083583,0.996779618433957,0.2551347300780996,0.14949034456546476,-0.014883586096331192,0.5883482411762149,2.8448184929333125,0.08696365796422681,0.15167302454386838,0.5733627204030227,0.7072025988152217,13.17
SprottH,0.13100182470690253,0,0,2.2414973487697853,2.1841850324956043,0.6325364503922819,20.229,3,0.02650035911995931,7.0,0.8025523711725268,0.7329993728398341,0.7500331124041475,0.9981592799794426,0.3498453404591899,0.2041749975925595,-0.02242244697216495,0.7005973884772082,2.0736020033424514,0.0897979952348299,0.07939376211044807,1.1310459770114942,0.44201865530351325,9.89
LorenzCoupled,1.0284398414904556,0,0,3.0408069075490425,2.3989498239642524,1.1717493753138832,1.6207,6,0.016667924511035815,24.0,0.86780347887463,0.8314676117769794,0.8219988432328138,0.9990357686703958,0.2699534901394574,0.16344403988146908,-0.011201830556438407,0.6023141914746685,2.398196152370998,1.6669191526990172,0.8473181343656505,1.9672884187082407,0.6835663527016246,19.16
Lorenz,0.8917098035724058,0,0,2.075158758095728,1.993931310517824,1.1541457906835575,1.5008,3,0.013382780732014665,15.0,0.7874286198281109,0.7451378773229539,0.8287188778437469,0.9995116086861918,0.2680405297126018,0.16179987812709226,-0.008365432970886174,0.6267179350641859,1.8735188947570007,0.7089168704258538,0.6992457220493712,1.013830829523187,0.2183920516338922,9.63
MultiChua,1.462134784614238,0,0,2.0710214570482988,1.7519423469999007,0.8118881305702679,2.2586,3,0.033023776245297176,20.0,0.6283724621726999,0.587356909594015,0.14569278282680373,0.7886868348241611,0.2147012125809072,0.14593101913735163,-0.0021594958999880598,0.3497939887119441,1.8947860718098954,0.26012329576945775,0.15338229202219167,1.6959147782967188,0.5921879665054552,12.3
SprottTorus,0.1056964344650892,0,0,2.759693065535405,1.0564310259305965,0.9562901894463037,13.607,3,0.014382113837664686,13.0,0.5931418628898546,0.6544785112923437,0.7547333756971815,0.9911911919156484,0.2408487805903786,0.22234884063523955,0.8773342365577809,0.5927489984886277,1.191578778853651,0.11074018496872538,0.0612265445740549,1.808695652173913,0.7158937509616408,9.85
MooreSpiegel,0.6976623003008144,0,0,2.3217713120052443,1.8466427700305443,0.5401952179209213,1.2887,3,0.008990774063976595,10.0,0.769736869908319,0.7281680193004728,0.6530499927344386,0.991168056053904,0.2854542813870027,0.181715425125731,-0.00678712383898831,0.573078331232931,1.7514720073566632,1.578243634721477,0.9718995887000378,1.6238751956181536,0.5366054728801601,9.69
LidDrivenCavityFlow,2.172601412109087,1,1,2.9856669109882814,2.4669485126996986,0.7815824521381879,2.7333134945588955,3,0.0593840075801548,14.0,0.5957178456571838,0.5641002337665956,0.846616673030386,0.9972560412272372,0.20769541981414608,0.12195853389477258,0.19021154297696938,0.46803365617787573,2.56959405053445,9.595383284058412,0.7640239191782818,12.559009009009008,2.5304382573706325,12.44
LiuChen,0.2457084451352168,0,0,1.2188137323261288,1.06018642946504,0.7641473604711979,8.0164,3,0.019696971795819522,4.0,0.4728256565609523,0.6286351716886223,0.7010974371399913,0.9982876475649493,0.24242592405862032,0.5972412626319638,0.9982122775189831,0.8008070093422918,1.0990894055120473,0.2859960594672646,0.251598861238418,1.1367144432194047,0.2163026749912682,10.96
YuWang,1.8525516537708415,0,0,2.1703721122420614,1.8558772226523095,0.6340382196367295,1.3366,3,0.024761205404301066,8.0,0.7231280711719915,0.6779769153595204,0.7754550171246756,0.9985938159331944,0.28041592877685023,0.2499473081291389,0.8153889321516069,0.6833273333530917,1.9852912977650599,1.5422746180258633,1.8406028050086836,0.8379182156133828,0.45378618680523175,10.18
TurchinHanski,0.12906862565697674,1,1,1.2053069221786739,1.6209562623031344,0.4989636261373046,4.40529411764706,3,0.005685852573794701,9.0,0.4839294035770337,0.46534070260349053,0.7769730146258047,0.5660339029434136,0.19744554280469553,0.10802267540151116,-0.0005190282568717951,0.2978071299023037,1.9747627218849728,0.5795363989723451,0.23189997394398187,2.4990791896869244,0.9769882806926122,12.45
LuChen,0.3266868574498627,0,0,2.0358980309317456,1.372789971167648,0.4483903807918106,2.3385,3,0.007639572161465039,8.0,0.7248321138033692,0.6588274703895275,0.6719377883881675,0.30714296235861394,0.34885970987014553,0.24099457346342246,0.001785525465054238,0.29031995810292954,1.5250226355590317,1.1400259544414486,0.20624382337106115,5.527564102564101,1.7097472307087414,9.88
Torus,0.00817284128815307,0,0,2.0,1.0422059009112339,0.47330913201518593,6.36,3,0.0005197927059265353,19.0,0.5849258558841504,0.5724750604456702,0.6023754907632407,0.012558780132756332,0.6117217904639815,0.5667320523711371,-0.002421488950188942,0.18706412283769247,2.1822445889107303,4.153951940411055,3.257035114320569,1.275378310214376,0.292791945604052,10.81
Thomas,0.6324054000339867,0,0,2.1271136075295507,1.6488268116215494,0.9921951854111759,4.969,3,0.0314242243276888,22.0,0.9322765029855454,0.8766984671495949,0.8797652145266615,0.9984154914280644,0.4033521230542683,0.22210520221941596,-0.001430895914525966,0.621143752927095,1.3470408486588346,0.6595475214033345,0.4873163345914594,1.3534278959810875,0.4583685236026237,9.49
JerkCircuit,0.2922722771543928,0,0,2.5082428902531144,1.836822800294913,0.38139916676685187,19.4546,3,0.0568604024312785,9.0,0.6719101722043344,0.6239850585411307,0.6233278918126609,0.8023947888521081,0.36354901305748255,0.3194279439617234,0.8627141481975723,0.4659206026158418,1.6185000499967117,0.10881872032240111,0.11952684636971292,0.9104123770304279,0.31616283172451976,10.47
StickSlipOscillator,0.06406131604734494,1,1,5.682155291949877,1.7159805502964127,0.9213029740441252,1.6129,3,0.0010332449665276266,54.0,0.396003045883959,0.39514785219373927,0.5752409004061384,0.1979759556837508,0.11462375401492331,0.09462145042920589,-0.0019895153014467494,0.16088716014491442,2.039018282511289,0.8698483656291789,0.1310064741313279,6.639735718382866,2.3320493893602214,12.71
Lorenz96,1.3361667787286362,0,0,3.1698163415908196,2.2561447518650386,0.8046726640855828,2.1969,4,0.02935424796188941,11.0,0.924668635524962,0.8722395322488956,0.8676624313764616,0.9987245035268766,0.3917342891716359,0.2119005517786138,-0.0033703864544146005,0.6704529167267812,2.2590800211233786,0.857650658355352,1.2553507345591963,0.6831960461285008,0.44784071032213485,12.8
Lorenz84,0.46146683857936616,0,0,2.4449761695022096,1.8667731027742769,0.6685802317710752,6.2586,3,0.028881363559328212,4.0,0.8729190047289666,0.8377275855135626,0.8057787787248368,0.9988323089855812,0.4602536463482651,0.3955618777390602,0.9712939603121087,0.756675263602863,1.704789746738532,0.3796848678530279,0.5935747492625203,0.6396580520393813,0.6120501765315028,10.43
ThomasLabyrinth,1.390858033637042,0,0,2.4720317677959973,2.150032278884401,1.3049872431864915,6.05,3,0.08414691103504103,37.0,0.9880028720708475,0.9714538580774358,0.9729637804661962,0.9991347165250348,0.4386816892867575,0.26139168948053637,-0.009773448428235722,0.6104776044462463,2.5708920033789946,0.9000173950524812,0.6232263748544048,1.4441259731068652,0.3675042756592087,9.55
